OccNo,OccClass,OccType,OccDate,OccTime,Province,Location,NearestLocationLongitude,NearestLocationLatitude,RegionOcc,RegionResponsible,PipelineOperator,FacilityName,FacilityType,PipelineName,PipelineType,ComponentAffected,ProductCarried,TypeOfProduct,DetectionMethod,LandUseType,EntityInvolved,HazardType,ThreatToPipeline,QuantityLost,QuantityRecovered,OccSummary,Fire,Explosion,ProductReleasedIndicator,ProductReleased,InterruptionOfPipelineOperations,Rupture,OperatedBeyondLimits,ProductLeftCoPropertyROW,TerrainEnvironmentalHazard,TSBDeployed,SignificantEnvironmentalImpact,ReportedDate,ReportedTime,TotalSeriousInjuries,TotalFatalInjuries
P92T0010,C-5,Incident,3/25/1992,0,Ontario,Brampton,-79.76666667,43.68333333,Toronto,TORONTO,Niagara Gas Transmission Limited,0,0,Nps 24,Transmission Line,0,Natural Gas,GAS,3rd Party / Other Company,,0,0,0,0.0,0.0,"CONTRACTOR WAS STRIPPING TOP SOIL IN VICINITY OF THE RIGHT-OF-WAY.  THE PIPE WAS NOT DAMAGED,",False,False,True,Natural Gas,0,0,0,0,0,0,0,0,0,0,0
P92V0001,C-3,Incident,12/2/1992,16:00:00,British Columbia,Fort St. John,-120.85,56.25,Vancouver,VANCOUVER,Westcoast Energy Inc. (Dba Spectra Energy Transmission),0,0,Mainline,Transmission Line,0,Natural Gas,GAS,Employee / Contractor (Onsite),,0,0,0,0.0,0.0,"DURING PIGGING OPERATIONS OF THE 26 INCH MAINLINE THE SEAL ON THE PIG TRAP STARTED LEAKING. SINCE THE PIG WAS PRESSURIZED IN PLACE, IT WAS DECIDED TO DE-PRESSURIZE THE TRAP. ONCE DOOR WAS OPENED LINE PRESSURE BLEW PIG OUT AT WCE EMPLOYEE. ",False,False,True,Natural Gas,0,0,0,0,0,0,0,0,0,0,0
P92V0002,C-5,Accident,9/22/1992,12:00:00,British Columbia,Fort Nelson,-122.71666667,58.8,Vancouver,VANCOUVER,Westcoast Energy Inc. (Dba Spectra Energy Transmission),0,0,Mainline,Transmission Line,0,Natural Gas,GAS,3rd Party / Other Company,,0,0,0,0.0,0.0,"WHILE EXCAVATING FOR AN IRRIGATION DITCH ON SOUTHERN MAIN LINE, CONTRACTOR HIT AND GOUGED A 30"" PIPE AND SCRAPED WRAPPING ON THE 36"" PIPE. THERE WAS NO RELEASE OF GAS AND NO INJURIES. WESTCOAST PERSONNEL REPLACED 123 1/2"" OF 30"" PIPE ON SEPT 29, 1992 ",False,False,True,Natural Gas,0,0,0,0,0,0,0,0,0,0,0
P92V0003,C-4,Accident,10/5/1992,20:03:00,British Columbia,Fort St. John,-120.85,56.25,Vancouver,VANCOUVER,Westcoast Energy Inc. (Dba Spectra Energy Transmission),Compressor Station 3,Compressor Station,0,0,0,Natural Gas,GAS,Employee / Contractor (Onsite),,0,0,0,0.0,0.0,LM-2500 ON LINE & RUNNING SHUT DOWN AUTOMATICALLY DUE TO LOW SEAL OIL DIFFERENTIAL PRESSURE. AC PUMP OVERLOADED AND AUTOMATICALLY SHUT DOWN. NATURAL GAS WAS MOVING THROUGH SEAL OIL & INTO LUBE OIL SYSTEM.GAS CAUGHT FIRE IN THE EXHAUST STACK. ,True,False,True,Natural Gas,0,0,0,0,0,0,0,0,0,0,0
P92V0004,C-5,Accident,10/24/1992,13:40:00,British Columbia,Rolla,-120.13333333,55.9,Vancouver,VANCOUVER,Peace River Transmission Co. Ltd.,0,0,Rolla Lateral,Transmission Line,0,Natural Gas,GAS,3rd Party / Other Company,,0,0,0,0.0,0.0,"A LOCAL FARMER EXCAVATING AN AREA ON HIS FARM DENTED AND CRACKED A 4"" ROLLA LATERAL PIPE WHICH SUPPLIES HIS FARM. PEACE RIVER EMPLOYEE'S APPLIED A CLAMP. EMPLOYEE'S WILL CLOSE THE 11KM LGTH OF PIPE,SHUT IT DOWN,BLOW IT OUT AND CUT OUT 30' AND REPLACE ",False,False,True,Natural Gas,0,0,0,0,0,0,True,0,0,0,0
P92V0005,C-5,Incident,12/15/1992,06:30:00,British Columbia,Mcmurphy,-119.39861111,51.67222222,Vancouver,VANCOUVER,Trans Mountain Pipeline Ulc,Mcmurphy Pump Station,Pump Station,0,0,0,Crude Oil,LVP,Employee / Contractor (Onsite),,0,0,0,0.0,0.0,GASKET ON PUMP UNIT #2 HAS FAILED WHEN THE PUMP STARTED UP. UNKNOWN AMOUNT OF CRUDE OIL ENTERED THE PUMP HOUSE AND AND ESTIMATED 1/2 BARREL OF OIL ESCAPED TO THE OUTSIDE. NO INJURIES OCCURRED AND MAINLINE DELIVERIES WERE NOT EFFECTED. ,False,False,True,Crude Oil,0,0,0,0,0,0,0,0,0,0,0
P92W0001,C-4,Accident,1/2/1992,10:11:00,Manitoba,Cromer,-101.235,49.73138889,Winnipeg,WINNIPEG,Enbridge Pipelines Inc.,Cromer Pump Station,Pump Station,0,0,0,Crude Oil,LVP,Employee / Contractor (Onsite),,0,0,0,125.0,120.0,CORROSION-INDUCED METAL LOSS ON LINE 2 STATION PIPING RESULTED IN THE LOSS OF APPROXIMATELY 125 CU.M. OF OIL.  120 CU.M. WERE RECOVERED.  ALL RELEASED PRODUCT CONTAINED ON COMPANY PROPERTY AND THERE IS NO ENVIRONMENTAL CONCERN.  THERE WERE NO INJURIES.,False,False,True,Crude Oil,0,0,0,0,0,0,0,0,0,0,0
P92W0002,C-4,Incident,1/8/1992,05:40:00,Manitoba,Cromer,-101.235,49.73138889,Winnipeg,WINNIPEG,Enbridge Pipelines Inc.,Cromer Pump Station,Pump Station,0,0,0,Crude Oil,LVP,Employee / Contractor (Onsite),,0,0,0,10.0,0.0,"10 M3 CRUDE OIL RELEASE OCCURRED AT THE CROMER TERMINAL IN THE METERING MANIFOLD AREA, DUE TO A TANK VALVE MALFUNCITON WHEN SWITCH ING TANKS FOR AN INCOMING FEEDER LINE.  NO INJURIES. NO INTERRUPTION TO SERVICE. INCOMING FEEDER LINE WAS SHUT DOWN AT 0550 MST AND CO. PERSONNEL COMMENCED CLEAN-UP OPERATIONS. REPAIRS TO STRAINER BASKET LID ARE UNDERWAY AND SERVICE WILL BE RESTORED UPON COMPLETION. RELEASED OIL CONTAINED ON CO. PROPERTY.",False,False,True,Crude Oil,0,0,0,0,0,0,0,0,0,0,0
P92W0003,C-4,Accident,3/3/1992,12:20:00,Saskatchewan,Kerrobert,-109.13333333,51.91666667,Winnipeg,WINNIPEG,Amoco Canada Petroleum Company Ltd.,Kerrobert Pump Station,Pump Station,0,0,0,Natural Gas Liquids / LPG,HVP,Employee / Contractor (Onsite),,0,0,0,0.0,0.0,"A NIPPLE BROKE OFF ON 8"" PIPE, CARRYING NGL, AT THE INLET TO THE  FACILITY AT KERROBERT, SASK.  A FIRE ERUPTED WHICH BURNT OFF AFTER A VALVE WAS CLOSED AT A DISTANCE OF 12-20 MILES FROM THE FACILI TY. KERROBERT FIRE DEPT WAS ON SCENE.  RCMP WAS ALSO ATTENDING.  THERE WERE NO INJURIES.  LINE EXPECTED TO BE BACK IN SERVICE WITHIN 48 HOURS.",True,False,True,Natural Gas Liquids / LPG,0,0,0,0,0,0,0,0,0,0,0
P92W0004,C-4,Accident,4/2/1992,13:41:00,Manitoba,Souris,-100.26027778,49.61722222,Winnipeg,WINNIPEG,Enbridge Pipelines Inc.,Souris Pump Station,Pump Station,0,0,0,0,0,Employee / Contractor (Onsite),,0,0,0,0.0,0.0,"FIRE OCCURRED IN AN ELECTRICAL CUBICLE AT THE PUMP STATION ON LIN E #3 AT SOURIS.  NO INJURIES AND NO SPILLAGE.  POWER IS EXPECTED  TO BE RESTORED AT AROUND 1900 EST. K. FLINN WAS REQUESTED TO SUBMIT PICTURES SHOWING THE FIRE DAMAGE TO THE EQUIPMENT, PANELS ETC IN THE ELCTRICAL CUBICLE. 1756.",True,False,False,0,0,0,0,0,0,0,0,0,0,0,0
P92W0005,C-4,Incident,6/2/1992,12:00:00,Saskatchewan,Swift Current,-107.8,50.28333333,Winnipeg,WINNIPEG,Transcanada Pipelines Ltd.,0,0,Line 100-3,Transmission Line,0,Natural Gas,GAS,LEAK DETECTION,,0,0,0,0.0,0.0,"LEAK DETECTION PROGRAM - CREW DETECTED LEAK (UNDERGROUND AT FLANG E.) VALVES TO BE CLOSED, DRAINED AND AREA DUG UP AT FLANGE.  NO INJURIES.  NO ENV. CONCERNS.  NO INTERRUPTION IN SERVICE.",False,False,True,Natural Gas,0,0,0,0,0,0,0,0,0,0,0
P92W0007,C-4,Incident,6/15/1992,18:20:00,Saskatchewan,Vibank,-103.93333333,50.33333333,Winnipeg,WINNIPEG,Transcanada Pipelines Ltd.,0,0,Line 100-5,Transmission Line,0,Natural Gas,GAS,Employee / Contractor (Onsite),,0,0,0,0.0,0.0,"THE TIME OF LEAK, WHICH OCCURRED AT A LOCATION WHERE THERE ARE NO  FITTINGS IS NOT ESTABLISHED.  INVESTIGATION TO DETERMINE THE EXA CT LOCATION AND EXTENT IS CONTINUING. PRESSURE WAS REDUCED TO 80% OF THE OPERATING PRESSURE.  THERE ARE NO INJURIES AND NO ENVIRONMENTAL CONCERNS.  NO INTERRUPTION TO SERVICE.",False,False,True,Natural Gas,0,0,0,0,0,0,0,0,0,0,0
P92W0009,C-4,Accident,6/17/1992,11:00:00,Saskatchewan,Caron,-105.86666667,50.46666667,Winnipeg,WINNIPEG,Transcanada Pipelines Ltd.,Compressor Station 13,Compressor Station,0,0,0,Natural Gas,GAS,Employee / Contractor (Onsite),,0,0,0,0.0,0.0,"A SUBCONTRACTOR WORKING FOR MAJESTIC PIPELINES, IN THE YARD AT STATION 13, CARON, SASKATCHEWAN, SHEARED THE SHAFER GAS OPERATOR OFF A NPS 6 GROVE B-5 BALL VALVE LOCATED ON THE BLOWOFF RISER FOR THE ""D"" PLANT SUCTION HEADER.  THE SUBCONTRACTOR WAS OPERATING A K621 RUBBER TIRE LOADER AT THE TIME.",False,False,True,Natural Gas,0,0,0,0,0,0,0,0,0,0,0
P92W0010,C-4,Accident,6/19/1992,16:20:00,Manitoba,Ile Des Chênes,-96.98833333,49.71055556,Winnipeg,WINNIPEG,Transcanada Pipelines Ltd.,Compressor Station 41,Compressor Station,0,0,0,Natural Gas,GAS,SCADA,,0,0,0,0.0,0.0,"A CRACKED 2 INCH OUTLET WAS FOUND IN THE LOAD DOWN PIPING AT THE ""A"" PLANT, UNIT 4.  THE UNIT WAS ON LINE AND IT WAS TAKEN OUT OF SERVICE UNTIL REPAIRS ARE MADE.  THERE WERE NO INJURIES.",False,False,True,Natural Gas,0,0,0,0,0,0,0,0,0,0,0
P92W0011,C-5,Incident,6/18/1992,09:00:00,Saskatchewan,Cabri,-108.46666667,50.61666667,Winnipeg,WINNIPEG,Transcanada Pipelines Ltd.,Compressor Station 5,Compressor Station,0,0,0,Natural Gas,GAS,LEAK DETECTION,,0,0,0,0.0,0.0,"DURING AN ANNUAL LEAK DETECTION, THE CREW FOUND AN UNDERGROUND LEAK AT A BLIND FLANGE LOCK-O-RING ON LINE 4 AT STATION 5.  THE AREA WHERE THE LEAK OCCURRED WAS EVACUATED AND THE FLANGE WAS RE-TIGHTENED.  THERE WAS NO INJURIES, NO INTERRUPTION OR REDUCTION IN SERVICE.  NO ENVIRONMENTAL CONCERN.",False,False,True,Natural Gas,0,0,0,0,0,0,0,0,0,0,0
P92W0013,C-5,Incident,8/4/1992,16:00:00,Saskatchewan,Regina,-104.61666667,50.45,Winnipeg,WINNIPEG,Enbridge Pipelines Inc.,Regina Terminal,Terminal,0,0,0,Crude Oil,LVP,Employee / Contractor (Onsite),,0,0,0,0.0,0.0,"1.8 CUBIC METRES OF SWEET CRUDE WAS RELEASED THROUGH A MANWAY.  o N TANK #75, 3 MANWAYS HAD BEEN REMOVED IN PREPARATION FOR REPAIRS .  WARM AMBIENT TEMPERATURES CAUSED RELEASE OF CRUDE THROUGH 1 OF  THE MANWAYS. NO INJURY, NO INTERRUPTION TO SERVICE.  CRUDE RECOVERED AND TRANSFERRED TO TANK #74.  NO ENVIRONMENTAL CONCERNS.",False,False,True,Crude Oil,0,0,0,0,0,0,0,0,0,0,0
P92W0015,C-5,Incident,11/10/1992,15:00:00,Saskatchewan,Herschel,-108.35,51.63333333,Winnipeg,WINNIPEG,Enbridge Pipelines Inc.,Herschel Pump Station,Pump Station,0,0,0,Natural Gas Liquids / LPG,HVP,LEAK DETECTION,,0,0,0,0.0,0.0,MINOR NATURAL GAS RELEASE WAS NOTED ON L1 PRESSURE CONTROL VALVE FROM THE STEM SEAL AREA OF THE VALVE. NO INTERRUPTION TO SERVICE. ,False,False,True,Natural Gas Liquids / LPG,0,0,0,0,0,0,0,0,0,0,0
P92W0016,C-4,Incident,11/28/1992,15:51:00,Saskatchewan,Milden,-107.51666667,51.48333333,Winnipeg,WINNIPEG,Enbridge Pipelines Inc.,Milden Pump Station,Pump Station,0,0,0,Refined Products,LVP,3rd Party / Other Company,,0,0,0,0.0,0.0,"DURING A GASOLINE DELIVERY, THE DELIVERY PERSON NOTICIED A SPRAY AND VAPOUR CLOUD IN THE MANIFOLD AREA. THE MAINLINE WAS IMMEDIATELY SHUTDOWN. FURTHUR INVESTIGATION REVEALVED THAT A PARTIALLY OPENED TEST VALVE ON THE RELIEF SYSTEM. ",False,False,True,Refined Products,0,0,0,0,0,0,0,0,0,0,0
P92W0017,C-5,Incident,11/28/1992,11:00:00,Saskatchewan,0,0.0,0.0,Winnipeg,WINNIPEG,Transcanada Pipelines Ltd.,0,0,Line 100-1,Transmission Line,0,Natural Gas,GAS,3rd Party / Other Company,,0,0,0,0.0,0.0,"LANDOWNER HIRED A CONTRACTOR TO CLEAR SOME BRUSH ON HIS PROPERTY. CONTRACTOR WAS OPERATING A 46,000 LB BULDOSER ON TRACKS AND CROSSED TCPL RIGHT OF WAY FROM THE NORTH SIDE TO THE SOUTH. THERE WAS NO DAMAGE TO LINE. ",False,False,True,Natural Gas,0,0,0,0,0,0,0,0,0,0,0
P92W0018,C-5,Accident,7/28/1992,0,Saskatchewan,Lone Rock,-109.88333333,53.05,Winnipeg,WINNIPEG,Manito Pipelines Ltd.,Lone Rock Pump Station,Pump Station,0,0,0,Crude Oil,LVP,Employee / Contractor (Onsite),,0,0,0,0.0,0.0,FIRE STARTED AS THE TANK REPAIR CONTRACTOR WAS COMMENCING REMOVAL OF THE FIXED ROOF FROM THE TANK. THE CONTRACTOR WAS USING CUTTING TORCHES TO CUT THE ROOF INTO SEGMENTS WHEN ROOF CAUGHT ON FIRE. FIRE WAS EXTINGUISHED. ,True,False,True,Crude Oil,0,0,0,0,0,0,0,0,0,0,0
P93E0010,C-4,Incident,1/25/1993,15:50:00,Alberta,Hardisty,-111.3,52.66666667,Edmonton,EDMONTON,Enbridge Pipelines Inc.,Hardisty Pump Station,Pump Station,0,0,0,Crude Oil,LVP,Employee / Contractor (Onsite),,0,0,0,2.0,0.0,CRUDE OIL LEAKED FROM A LOOSE FLANGE IN THE VICINITY OF METER BANK C.  THE STUDS WERE TIGHTENED AND TORQUED,False,False,True,Crude Oil,0,0,0,0,0,0,0,0,0,0,0
P93E0011,C-4,Incident,2/1/1993,11:10:00,Alberta,Edmonton,-113.46666667,53.55,Edmonton,EDMONTON,Enbridge Pipelines Inc.,Edmonton Terminal,Terminal,0,0,0,Crude Oil,LVP,Employee / Contractor (Onsite),,0,0,0,2.0,0.0,EMPLOYEES FOUND 2 CUBIC METRES OF CRUDE OIL ADJACENT TO MIXER AT TANK 16.  MIXER SEAL HAD FAILED.  SEAL TO BE REPLACED.,False,False,True,Crude Oil,0,0,0,0,0,0,0,0,0,0,0
P93E0012,C-4,Incident,2/1/1993,08:57:00,Alberta,Kingman,-112.75,53.21666667,Edmonton,EDMONTON,Enbridge Pipelines Inc.,Kingman Pump Station,Pump Station,0,0,0,Natural Gas Liquids / LPG,HVP,Employee / Contractor (Onsite),,0,0,0,0.0,0.0,EMPLOYEES FOUND NGL CONDENSATION ON PUMP UNIT 1.1 VALVE. APPROX .005 CU. M. HAD COLLECTED BELOW AREA OF VALVE. NO INJURIES REPORTED.,False,False,True,Natural Gas Liquids / LPG,0,0,0,0,0,0,0,0,0,0,0
P93H0002,C-4,Accident,3/21/1993,09:00:00,British Columbia,Osborn,-120.37777778,56.60416667,Head Office,HEAD OFFICE,Westcoast Energy Inc. (Dba Spectra Energy Transmission),0,0,East Osborn,Gathering Line,0,Sour Gas,GAS,3rd Party / Other Company,,0,0,0,0.0,0.0,A FABRICATION WELD FOR THE TIE-IN SECTION HAD CRACKED FROM THE 3 O'CLOCK TO THE 9 O'CLOCK POSITION.  THE CRACK MAY HAVE INITIATED WHEN HEAVY EQUIPMENT WAS OPERATED OVER THE PIPELINE.  THE WELDED AREA CUT OUT AND REPLACED.,False,False,True,Sour Gas,0,0,0,0,0,0,True,0,0,0,0
P93H0003,C-4,Incident,4/1/1993,15:00:00,Manitoba,Grande Pointe,-97.05,49.76666667,Head Office,HEAD OFFICE,Transcanada Pipelines Ltd.,0,0,Line 400-3,Transmission Line,0,Natural Gas,GAS,Employee / Contractor (Onsite),,0,0,0,0.0,0.0,MINOR LEAK AT PLEECO PLUG ON BLIND FLANGED END OF A NPS 2 BORSIG PLUG VALVE DUE TO FAULTY PLUG GASKET.  COPPER GASKET REPLACED.,False,False,True,Natural Gas,0,0,0,0,0,0,0,0,0,0,0
P93H0004,C-4,Incident,4/1/1993,16:30:00,Manitoba,Grande Pointe,-97.05,49.76666667,Head Office,HEAD OFFICE,Transcanada Pipelines Ltd.,0,0,Line 400-2,Transmission Line,0,Natural Gas,GAS,Employee / Contractor (Onsite),,0,0,0,0.0,0.0,MINOR LEAK AT LOCK-O-RING FLANGE DUE TO FAULTY PLEECO PLUG GASKET.  COPPER GASKET REPLACED. ,False,False,True,Natural Gas,0,0,0,0,0,0,0,0,0,0,0
P93H0005,C-4,Incident,4/7/1993,12:00:00,Saskatchewan,Kerrobert,-109.13333333,51.91666667,Head Office,HEAD OFFICE,Manito Pipelines Ltd.,0,0,"6"" Condensate",Transmission Line,0,Condensate,LVP,Employee / Contractor (Onsite),Marginal Land,0,0,0,8.0,0.0,APPROXIMATELY 8 CU.M. OF CONDENSATE WAS RELEASED FROM A PIPHOLE IN THE PIPE WALL CAUSED BY LAMINATIONS IN THE PIPE WALL.  THE PERMANENT REPAIR CONSISTED OF A 4.87 M REPLACEMENT SECTION OF PIPE.,False,False,True,Condensate,True,0,0,0,0,0,0,4/8/1993,0,0,0
P93H0006,C-4,Incident,4/8/1993,17:00:00,Ontario,Hearst,-83.66666667,49.68333333,Head Office,HEAD OFFICE,Transcanada Pipelines Ltd.,0,0,Line 100-2,Transmission Line,0,Natural Gas,GAS,LEAK DETECTION,,0,0,0,0.0,0.0,LEAK AT A GIRTH WELD DUE TO DEEP DELAYED HYDROGEN CRACKING DEFECT.  THE DEFECT HAD REMAINED DORMANT DURING THE SERVICE LIFE OF THE PIPE BUT HAD FAILED AS A RESULT OF A HYDROSTATIC TEST A FEW WEEKS PRIOR TO DETECTION OF THE LEAK.  THE TEST HAD BEEN TO 110% SMYS.,False,False,True,Natural Gas,0,0,0,0,0,0,False,0,0,0,0
P93H0007,C-3,Accident,5/13/1993,02:43:00,British Columbia,Peejay,-120.61666667,56.88333333,Head Office,HEAD OFFICE,Westcoast Energy Inc. (Dba Spectra Energy Transmission),0,0,Milligan-Peejay,Gathering Line,0,Sour Gas,GAS,SCADA,Marginal Land,0,0,0,0.0,0.0,"THE MILLIGAN-PEEJAY PIPELINE RUPTURED APPROXIMATELY 1 KM DOWNSTREAM OF THE SIPHON BOOSTER STATION.  THE PIPE RUPTURED AT A GOUGE, PROBABLY CAUSED DURING A PIPE REPLACEMENT PROGRAM IN 1988.",False,False,True,Sour Gas,True,True,0,0,0,0,0,5/13/1993,11:00:00,0,0
P93H0008,C-4,Accident,4/12/1993,17:30:00,Saskatchewan,Kerrobert,-109.13333333,51.91666667,Head Office,HEAD OFFICE,Manito Pipelines Ltd.,0,0,"6"" Condensate",Transmission Line,0,Condensate,LVP,RIGHT OF WAY SURVEILLANCE,Marginal Land,0,0,0,3.0,0.0,"A LEAK WAS DETECTED ON THE 4"" CONDENSATE LINE.  LESS THAN 4 CU.M  OF CONDENSATE WAS RELEASED.  THE LINE WAS CLAMPED UNTIL A PERMANENT REPAIR COULD BE COMPLETED.  THE PERMANENT REPAIR CONSISTED A 3 M LONG REPLACEMENT SECTION OF PIPE.  THE INCIDENT WAS DUE TO EXTERNAL CORROSION RESULTING FROM IMPROPER INSTALLATION PROCEDURES DURING ORIGINAL CONSTRUCTION.",False,False,True,Condensate,True,0,0,0,0,0,0,4/13/1993,0,0,0
P93H0009,C-4,Incident,4/13/1993,08:00:00,Ontario,Calstock,-84.15,49.78333333,Head Office,HEAD OFFICE,Transcanada Pipelines Ltd.,0,0,Line 100-2,Transmission Line,0,Natural Gas,GAS,LEAK DETECTION,,0,0,0,0.0,0.0,LEAK AT GIRTH WELD DUE TO DEEP DELAYED HYDROGEN CRACKING DEFECT.  THE DEFECT HAD BEEN DORMANT DURING THE SERVICE LIFE OF THE PIPELINE UNTIL IT FAILED FOLLOWING A HYDROSTATIC TEST A FEW WEEKS PRIOR TO DETECTION OF THE LEAK.  THE HYDROSTATIC TEST HAD BEEN TO 110% SMYS.,False,False,True,Natural Gas,0,0,0,0,0,0,0,0,0,0,0
P93H0010,C-4,Incident,4/23/1993,09:00:00,Saskatchewan,Regina,-104.61666667,50.45,Head Office,HEAD OFFICE,Transcanada Pipelines Ltd.,0,0,Line 100-5,Transmission Line,0,Natural Gas,GAS,LEAK DETECTION,,0,0,0,0.0,0.0,LEAK CAUSED BY GAS ESCAPING PAST THE THREADED END OF A PLEECO PLUG ON THE BLIND FLANGE OF A LOCK-O-RING ASSEMBLY.  REPAIRED BY WELDING THE BASE OF THE PLUG TO THE BLIND FLANGE.,False,False,True,Natural Gas,0,0,0,0,0,0,0,0,0,0,0
P93H0011,C-4,Incident,4/28/1993,14:32:00,Ontario,Thunder Bay,-89.31666667,48.4,Head Office,HEAD OFFICE,Transcanada Pipelines Ltd.,0,0,Line 100-1,Transmission Line,0,Natural Gas,GAS,LEAK DETECTION,,0,0,0,0.0,0.0,LEAK FROM A PINHOLE IN THE LONGITUDINAL WELD.  THE LEAK WAS PROBABLY DUE TO GAS MIGRATING THROUGH LARGE GAS PORES WHICH HAD BEEN PRESENT FOLLOWING THE WELDING PROCESS.,False,False,True,Natural Gas,0,0,0,0,0,0,False,0,0,0,0
P93H0012,C-4,Incident,5/18/1993,07:30:00,Manitoba,Souris,-100.26027778,49.61722222,Head Office,HEAD OFFICE,Enbridge Pipelines Inc.,Souris Pump Station,Pump Station,0,0,0,Crude Oil,LVP,Employee / Contractor (Onsite),,0,0,0,5.0,0.0,FLANGE ON PUMP UNIT 4.3 WAFER CHECK VALVE LEAKED SMALL AMOUNT OF OIL.  FLANGE BOLTS REQUIRED RETIGHTENING.,False,False,True,Crude Oil,0,0,0,0,0,0,0,0,0,0,0
P93H0014,C-4,Accident,6/7/1993,16:00:00,British Columbia,Fort Nelson,-122.71666667,58.8,Head Office,HEAD OFFICE,Westcoast Energy Inc. (Dba Spectra Energy Transmission),Booster Station 9,Compressor Station,0,0,0,Sour Gas,GAS,LEAK DETECTION,,0,0,0,0.0,0.0,"A SMALL LEAK WAS LOCATED IN A CRACKED WELD AT A ""T"" IN THE GAS PIPELINE IN THE DOWNSTREAM SIDE OF NIG BOOSTER STATION. PIPELINE PLACED BACK IN SERVICE. ",False,False,True,Sour Gas,0,0,0,0,0,0,0,0,0,0,0
P93H0015,C-4,Accident,6/12/1993,06:03:00,Saskatchewan,Cabri,-108.46666667,50.61666667,Head Office,HEAD OFFICE,Transcanada Pipelines Ltd.,Compressor Station 5,Compressor Station,0,0,0,Natural Gas,GAS,Employee / Contractor (Onsite),,0,0,0,0.0,0.0,A LIGHTNING STRIKE IGNITED A MINOR GAS LEAK ESCAPING FROM THE A PLANT BLOWDOWN VENT.  ONE OF THE 4 ISOLATION VALVES OR THE UNIT PRESSURING VALVES PROBABLY HAS A MINOR LEAKAGE PROBLEM ALLOWING GAS TO FLOW TO THE BLOWDOWN VENT.,True,False,True,Natural Gas,0,0,0,0,0,0,0,0,0,0,0
P93H0016,C-4,Incident,6/21/1993,05:00:00,Ontario,Sarnia,-82.38333333,42.96666667,Head Office,HEAD OFFICE,Enbridge Pipelines Inc.,Sarnia Terminal,Terminal,0,0,0,Crude Oil,LVP,Employee / Contractor (Onsite),,0,0,0,0.0,0.0,CRUDE OIL WAS RELEASED FROM TANK 212 THROUGH THE ROOF LEG PIN HOLES.  WATER BUILD-UP ON THE TANK ROOF CAUSED THE CENTRE OF THE ROOF TO SINK ALLOWING DISPLACED OIL TO RISE THROUGH THE ANNULAR SPACE BETWEEN THE ROOF LEGS AND THE PIPE SUPPORTS.,False,False,True,Crude Oil,0,0,0,0,0,0,0,0,0,0,0
P93H0017,C-4,Incident,6/24/1993,0,Ontario,Sarnia,-82.38333333,42.96666667,Head Office,HEAD OFFICE,Enbridge Pipelines Inc.,Sarnia Terminal,Terminal,0,0,0,Crude Oil,LVP,Employee / Contractor (Onsite),,0,0,0,0.0,0.0,"AFTER SEVERE RAIN STORM, CRUDE OIL LEAKED FROM THE ROOF LEG PIN HOLES.  THE WATER ON THE ROOF CAUSED THE ROOF TO SINK.  THE DISPLACED OIL WAS ALLOWED TO RISE THROUGH THE ANNULAR SPACE BETWEEN THE ROOF LEGS AND THE PIPE SUPPORTS.",False,False,True,Crude Oil,0,0,0,0,0,0,0,0,0,0,0
P93H0018,C-4,Incident,6/25/1993,16:15:00,Alberta,Edmonton,-113.46666667,53.55,Head Office,HEAD OFFICE,Trans Mountain Pipeline Ulc,Edmonton Terminal,Terminal,0,0,0,Crude Oil,LVP,Employee / Contractor (Onsite),,0,0,0,10.0,0.0,THERE WAS A RELEASE OF CRUDE OIL AT A FLANGE AT THE PIPELINE MANIFOLD DUE TO A PROCEDURAL ERROR.,False,False,True,Crude Oil,0,0,0,0,0,0,0,0,0,0,0
P93H0019,C-4,Accident,7/2/1993,08:00:00,Saskatchewan,Regina,-104.61666667,50.45,Head Office,HEAD OFFICE,Plains Midstream Canada Ulc,Regina Terminal,Terminal,0,0,0,Condensate,LVP,Employee / Contractor (Onsite),,0,0,0,0.0,0.0,WASCANA PIPELINE WAS CLOSED DOWN WHEN CONDENSATE WAS SPRAYED FROM THE MAINLINE PUMP FLUSH LINE. AMOUNT WAS REPORTED TO BE MINIMAL.  THE LINE FLUSH LINE FAILED DUE TO VIBRATION AND MECHANICAL WEAR AND TEAR.,False,False,True,Condensate,0,0,0,0,0,0,0,0,0,0,0
P93H0020,C-4,Accident,7/5/1993,07:10:00,Manitoba,Cromer,-101.235,49.73138889,Head Office,HEAD OFFICE,Enbridge Pipelines Inc.,Cromer Pump Station,Pump Station,0,0,0,Crude Oil,LVP,Employee / Contractor (Onsite),,0,0,0,0.0,0.0,OIL WAS LEAKING FROM A CRACK IN THE TOE OF A FILLET WELD WHICH ATTACHED SCRAPER BARS TO THE INTERNAL DIAMETER OF A TEE BRANCH CONNECTION.,False,False,True,Crude Oil,0,0,0,0,0,0,0,0,0,0,0
P93H0021,C-4,Accident,7/14/1993,15:40:00,Ontario,Englehart,-79.86666667,47.81666667,Head Office,HEAD OFFICE,Transcanada Pipelines Ltd.,0,0,Line 100-1,Transmission Line,0,Natural Gas,GAS,Employee / Contractor (Onsite),,0,0,0,0.0,0.0,THE LEAK IN THE PIPELINE HAD BEEN CAUSED BY A ROCK PROTRUDING INTO THE BOTTOM OF THE PIPE.  THE DAMAGED SECTION OF PIPE WAS CUT OUT AND REPLACED.,False,False,True,Natural Gas,0,0,0,0,0,0,False,0,0,0,0
